,spx_close,spx_50dma,spx_above_50dma,vix,turbulence,warning_threshold,extreme_threshold,regime,divergence,days_elevated,vix_override,hyg_ief_ratio,hyg_ief_slope,contagion,dispersion,dispersion_pctile,turbulence_rolling,desensitisation_gap
2022-02-22,545.2301996250807,514.6312136337236,True,18.321893314087962,9.655088636730095,,,,False,0.0,False,0.6533786642152718,0.0034618233217686726,False,0.007370798803598246,52.47148288973384,10.847629074218299,-1.1925404374882032
2022-02-23,545.0214935923367,515.3345385807213,True,18.363331413786092,8.652381255559883,,,,False,0.0,False,0.6482629669639625,0.0037240589288465437,False,0.0052601126759951045,15.530303030303031,9.504009989360458,-0.8516287338005757
2022-02-24,541.6586377570814,515.992064161787,True,17.748863262691792,17.797789230620054,,,,False,0.0,False,0.6540220233119763,0.0036435970916603015,False,0.01064826532504803,90.56603773584906,20.300811919791247,-2.5030226891711926
2022-02-25,538.3621404048201,516.5301561460018,True,16.685522101927653,17.59641664286195,,,,False,0.0,False,0.6584452847212171,0.0036433624727380447,False,0.009782074254759661,83.83458646616542,19.46738818267809,-1.8709715398161393
2022-02-28,542.3923807994317,517.2729761545143,True,16.01808426665896,15.468120642420491,,,,False,0.0,False,0.6508754358698399,0.0035943860762051643,False,0.00995305487110698,85.39325842696628,16.686932241303193,-1.2188115988827022
2022-03-01,538.0255055762511,517.9457547643863,True,16.04859676456685,8.097392459703029,,,,False,0.0,False,0.6614370724278513,0.003149784170001486,False,0.007990243277812377,60.820895522388064,9.616982092758542,-1.5195896330555136
2022-03-02,541.4483302610278,518.6783468075567,True,15.840367978195985,9.653894293780857,,,,False,0.0,False,0.6530069282857208,0.0028988002566853284,False,0.008086703988386785,62.0817843866171,11.442572669173307,-1.7886783753924504
2022-03-03,535.8563900915026,519.3930826656197,True,15.51677110898838,13.056830291754771,,,,False,0.0,False,0.6593268343196779,0.0025837553669329698,False,0.007601007906029914,54.074074074074076,15.079236351494991,-2.02240605974022
2022-03-04,533.7534777997779,520.0961041450377,True,14.888591621310962,4.821394146073481,,,,False,0.0,False,0.6481876079201216,0.0024159826676054745,False,0.007991241748383532,60.88560885608856,5.333922001651475,-0.5125278555779937
2022-03-07,527.3133406086121,520.7592370878098,True,15.68209469601242,11.573826431950874,,,,False,0.0,False,0.6453352095705979,0.002017206972452638,False,0.0076621733696663865,55.88235294117647,13.48131178085901,-1.9074853489081356
2022-03-08,525.2441205971313,521.3901548690336,True,15.139199462781107,11.251972560246765,,,,False,0.0,False,0.6527839339170456,0.001481459524756074,False,0.008834814323583245,75.0915750915751,13.688912998149442,-2.4369404379026776
2022-03-09,529.4047859638788,521.9980172182022,True,15.012052873506645,17.47556929023583,,,,False,0.0,False,0.6692496247292136,0.0011087892937361042,False,0.008076760795892408,62.04379562043796,18.271965807861253,-0.7963965176254248
2022-03-10,531.2596125216837,522.7969187419784,True,14.653075851828627,15.468834600444122,,,,False,0.0,False,0.6798483564813571,0.0010072542282368567,False,0.009638363784242487,83.27272727272728,17.44359235449766,-1.9747577540535382
2022-03-11,533.955921568892,523.6503597064923,True,14.5734117052185,5.704382601428912,,,,False,0.0,False,0.6749165873507136,0.0010661134584428397,False,0.0054559200239933155,17.02898550724638,5.639051589256681,0.0653310121722308
2022-03-14,530.487842245264,524.2755170099314,True,14.72348656810719,7.591122736894743,,,,False,0.0,False,0.6844754754754288,0.0010097258496173593,False,0.007470604524398552,51.624548736462096,8.38267405057125,-0.7915513136765071
2022-03-15,534.7945505133936,524.9522792840324,True,14.505945792408761,6.085319500179391,,,,False,0.0,False,0.6854929859541427,0.001051668523378907,False,0.00556761674048173,20.503597122302157,6.919965683123105,-0.8346461829437137
2022-03-16,539.2724681996148,525.6298928745749,True,14.288442573933294,8.168375602253272,,,,False,0.0,False,0.6827051436743804,0.0012724097719886821,False,0.00466009624424866,8.960573476702509,10.04097977577312,-1.8726041735198482
2022-03-17,548.658936183273,526.5775667165311,True,14.089430074254684,12.390715048100695,,,,False,0.0,False,0.6900703450307236,0.0015840379738327865,False,0.009827711568961797,84.28571428571429,14.77021037241958,-2.379495324318885
2022-03-18,558.0405429853762,527.6951890643285,True,15.063811285548718,13.204726718526208,,,,False,0.0,False,0.6854686987260941,0.0019562219825240406,False,0.009818225158872033,83.98576512455516,14.587019794300886,-1.3822930757746779
2022-03-21,560.2975777190189,528.8561141794831,True,14.905994896362722,7.057250659448863,,,,False,0.0,False,0.6920978364876047,0.002156865418456574,False,0.0062610109257880886,32.269503546099294,6.959465603216414,0.09778505623244893
2022-03-22,565.7334800472169,530.0963011279903,True,14.693576956789114,16.76918052136287,,,,False,0.0,False,0.7110400943674996,0.0023601604381169113,False,0.012412103023440724,97.52650176678446,20.06817347479926,-3.2989929534363895
2022-03-23,570.0240913193094,531.5155613269286,True,14.081462873743467,4.217664840520291,,,,False,0.0,False,0.701956601516583,0.002790190295738954,False,0.006007884876120767,27.464788732394368,4.777180788261031,-0.5595159477407403
2022-03-24,572.6186298999529,533.0248674647314,True,13.85191431648783,7.6569424090656595,,,,False,0.0,False,0.7023546426938124,0.002922972885128391,False,0.005945468024188966,24.561403508771928,8.470217039276895,-0.813274630211235
2022-03-25,577.1966615837407,534.579179585576,True,14.890337909334722,12.212472886475188,,,,False,0.0,False,0.6984582360820663,0.0030716319381046023,False,0.010236108436976775,88.46153846153845,11.890594326550692,0.321878559924496
2022-03-28,574.7703785560395,535.9825775042164,True,14.763924810908126,2.699435274708711,,,,False,0.0,False,0.6985340619983847,0.0031617883784546517,False,0.004018296704103321,3.8327526132404177,3.507410972687035,-0.8079756979783239
2022-03-29,566.1332711517709,537.0408311276689,True,13.506278210763618,22.046058064402256,,,,True,1.0,False,0.6844114397442764,0.003073334265277958,False,0.011669979859612444,95.48611111111111,25.80263262399749,-3.756574559595233
2022-03-30,558.5942590975452,537.886221091117,True,13.906997250129665,10.312329154470328,,,,False,0.0,False,0.6913531817450264,0.0028782239811487044,False,0.0076639673887218445,55.70934256055363,12.274301046973656,-1.9619718925033283
2022-03-31,561.6336459117521,538.7358621936739,True,14.582025179009511,6.337200885294477,,,,False,0.0,False,0.6958431453104178,0.002614625980024455,False,0.006119497219645472,29.310344827586203,6.304695112180591,0.03250577311388625
2022-04-01,564.5330319993049,539.6412383002147,True,14.35353275866553,16.33417485388101,,,,False,0.0,False,0.6988807489859233,0.0024572947665219527,False,0.008909913487257557,75.94501718213058,18.916114231106594,-2.5819393772255843
2022-04-04,562.1275222362026,540.6914048668896,True,15.653213950571942,10.8378027303572,,,,False,0.0,False,0.6956142556343602,0.0021125636232919662,False,0.007091187746709203,45.89041095890411,10.153966746034657,0.6838359843225437
2022-04-05,558.7206272119732,541.5137385043237,True,15.795109245585547,8.08343576513823,,,,False,0.0,False,0.7031989776754864,0.0015999001333316764,False,0.006977830221765798,44.7098976109215,11.336665266017988,-3.2532295008797583
2022-04-06,554.1720068578765,542.2265401053595,True,15.350779540338092,8.903722003560228,,,,False,0.0,False,0.6934065707406,0.0012375936643708432,False,0.007540270614657055,52.721088435374156,10.035963406901729,-1.1322414033415011
2022-04-07,552.8388917897523,542.8289579748085,True,14.90610500280692,9.055897297880579,,,,False,0.0,False,0.70127920734274,0.0009195681636624931,False,0.007813406640606353,58.98305084745763,11.170513638782571,-2.1146163409019927
2022-04-08,557.1416054464631,543.5662702874291,True,14.687372005060936,12.783281466875872,,,,False,0.0,False,0.6986711810370656,0.0008450310616104597,False,0.006710514687900379,40.2027027027027,14.264356507466053,-1.4810750405901807
2022-04-11,563.388537021192,544.4503997241943,True,14.843610132250092,8.520081808044804,,,,False,0.0,False,0.6976658401953325,0.0006231395586004621,False,0.006605067363663582,37.71043771043771,8.961732550986342,-0.4416507429415386
2022-04-12,554.5369187742045,545.0612127358758,True,14.600848921769309,13.843742802002165,,,,False,0.0,False,0.696148525482103,0.0005020946625478973,False,0.01141697055755907,94.63087248322147,19.524809241552568,-5.681066439550403
2022-04-13,554.9729603370682,545.6343380911959,True,14.16905026997903,6.366450164854856,,,,False,0.0,False,0.6926228654610753,0.000355604662030539,False,0.005608550129076026,20.401337792642142,6.528634702436007,-0.16218453758115103
2022-04-14,554.9501572134282,546.2528433372368,True,14.335188206324657,9.836996234414148,,,,False,0.0,False,0.6860811001376432,9.87061597609589e-05,False,0.005746359463244005,22.333333333333332,11.459189121141803,-1.622192886727655
2022-04-15,563.7684241755314,547.1663348134286,True,13.936961660593811,10.891543125203347,,,,False,0.0,False,0.6861703129036767,-0.0001502673471968858,True,0.009381377684618308,79.734219269103,10.71159902060201,0.17994410460133636
2022-04-18,562.846621101966,548.0125359369584,True,14.561918827765696,4.171462316999781,,,,False,0.0,False,0.6904304346529498,-0.0004646250947986584,True,0.0046714955403294196,8.940397350993377,4.819639810366047,-0.6481774933662656
2022-04-19,559.5972109390196,548.6764559924663,True,15.438612834256375,7.3206335912310285,,,,False,0.0,False,0.6981486400770838,-0.000614508422947237,True,0.006568017750630857,37.29372937293729,8.054956825183773,-0.7343232339527441
2022-04-20,567.0707711354097,549.3639575035616,True,14.84467993328345,14.894586415425307,,,,False,0.0,False,0.7085466610097048,-0.00035253602011412594,True,0.006958694752176148,45.06578947368421,17.261162080996147,-2.3665756655708403
2022-04-21,563.9688134644485,549.9644354979855,True,15.70547865250275,19.47351858765177,,,,False,0.0,False,0.6892330190665948,-6.605838688147949e-05,True,0.012293663899719708,97.04918032786885,23.3719744697482,-3.898455882096428
2022-04-22,552.6159982391298,550.39404625459,True,15.677912702690596,21.106841425535695,,,,False,0.0,False,0.685492260388264,-5.911492747102417e-05,True,0.010555449920708976,89.86928104575163,24.73042266158405,-3.6235812360483557
2022-04-25,554.5620747125894,550.7600002738199,True,15.081924256376631,5.878299812589932,,,,False,0.0,False,0.6925558777288939,-0.00014740132255720005,True,0.006226968149147467,31.27035830618892,6.3085140217733215,-0.43021420918338915
2022-04-26,561.6181255381938,551.2144540332696,True,15.171412506152175,17.45741043183649,,,,False,0.0,False,0.6927557513402555,-0.00011408393937099962,True,0.007515569443486503,52.922077922077925,19.30133663721454,-1.8439262053780503
2022-04-27,571.6265588530651,551.7381962281022,True,15.619145924695209,8.864463873049772,,,,False,0.0,False,0.701571733927839,-0.0002919102405317345,True,0.009949030645285352,85.11326860841424,10.901279073570162,-2.0368152005203903
2022-04-28,567.1109431028722,552.2824891074222,True,15.757672908897069,20.831678706961615,,,,False,0.0,False,0.6866599680378954,-0.0002467353176414335,True,0.011423332408124704,94.51612903225806,23.345934828243177,-2.514256121281562
2022-04-29,572.4074016833493,552.9523571865544,True,16.04917467535331,11.282926545363498,,,,False,0.0,False,0.6740911876295521,-0.00035905770407544316,True,0.009889989158163496,83.60128617363344,11.391722877051741,-0.10879633168824299
2022-05-02,581.3364659626397,553.6618868075291,True,17.02911785985539,17.92420035060957,,,,False,0.0,False,0.6800994092259254,-0.0005891626439138601,True,0.01187607380670762,95.83333333333334,22.35662866504722,-4.432428314437651
2022-05-03,577.5846135577908,554.3089750861833,True,16.626325486429636,23.060239481589647,,,,True,1.0,False,0.671388095380553,-0.0007477345216011429,True,0.014643743521060112,99.68051118210862,29.823418159432713,-6.763178677843065
2022-05-04,581.2702108060047,555.0339494304567,True,16.531994596109104,7.342410633745434,,,,False,0.0,False,0.667440213823175,-0.0008876643747632786,True,0.007495954624509552,51.59235668789809,8.309760430781939,-0.9673497970365048
2022-05-05,578.4620750258845,555.7700181758328,True,17.336177270008605,13.729396628794856,,,,False,0.0,False,0.6654899357795194,-0.0011907735742659644,True,0.010312474908833061,87.93650793650794,16.067583601545866,-2.3381869727510107
2022-05-06,578.7362935664811,556.577501239066,True,18.64202493622261,9.01357312183055,,,,False,0.0,False,0.6634827429767125,-0.0013583919469638869,True,0.006209028882868551,30.37974683544304,11.445956172410119,-2.4323830505795687
2022-05-09,576.5304730262673,557.2602630836026,True,18.305747509870585,11.49142101378765,,,,False,0.0,False,0.6635222998909651,-0.001542045411801699,True,0.007047826318087728,44.79495268138801,12.763467051397306,-1.2720460376096572
2022-05-10,576.9701343458192,558.0391556589941,True,17.023303109278565,12.121032678613549,,,,False,0.0,False,0.6613579725716092,-0.0016880926361770214,True,0.009545838473949799,80.18867924528303,16.29315881459049,-4.172126135976942
2022-05-11,575.0207222171707,558.7106034981169,True,17.083157688121297,5.889979935612494,,,,False,0.0,False,0.6542867148144423,-0.0018376727533620022,True,0.005401852367441064,15.360501567398119,6.944704187478218,-1.0547242518657232
2022-05-12,575.8040568740294,559.5095568337674,True,16.103090052860267,10.71311284620035,,,,False,0.0,False,0.6618778108531413,-0.0020916225337099643,True,0.007909381099619087,59.06249999999999,13.288796182874938,-2.5756833366745884
2022-05-13,565.3036880153237,560.1405610380783,True,17.3048778579384,16.490923283085674,,,,False,0.0,False,0.6468974444398508,-0.0022827707695192256,True,0.012088774911330352,95.95015576323988,18.180925896298582,-1.6900026132129078
2022-05-16,564.5695053370113,560.8856843326463,True,16.301209054926396,14.205429153428517,,,,False,0.0,False,0.6491402972980495,-0.0026501196934463917,True,0.009168608403590524,76.70807453416148,13.863297649644975,0.3421315037835413
2022-05-17,572.5440161428239,561.8316822435602,True,16.14158137853227,7.675807164302626,,,,False,0.0,False,0.64788354401066,-0.0028591058369463684,True,0.007617922178139986,53.86996904024768,7.907367359399881,-0.23156019509725478
2022-05-18,578.1109392609939,562.8058053095025,True,16.105318299806758,7.7206708163237865,,,,False,0.0,False,0.6391802135416567,-0.002902088765291296,True,0.006503113066853683,34.5679012345679,8.478328909923388,-0.7576580935996011
2022-05-19,582.4656973164996,563.8299270053988,True,16.604454737587165,7.602046206763227,,,,False,0.0,False,0.6464060245086162,-0.002829639097540868,True,0.007950990341016442,60.0,8.61548821293548,-1.0134420061722533
2022-05-20,584.5151781847327,564.8411121377156,True,17.538498830448077,10.74338399790169,,,,False,0.0,False,0.6505493357878456,-0.0028546053527205005,True,0.006890559625944159,41.104294478527606,13.152290961046361,-2.4089069631446716
2022-05-23,593.8430080326539,566.1082154534635,True,16.694802158069674,25.998742150770575,,,,True,1.0,False,0.6423426312882486,-0.002815044561902863,True,0.00870899135638287,70.9480122324159,31.800155959308103,-5.801413808537529
2022-05-24,588.6276663276277,567.184877769748,True,16.75251573491158,8.78226502282312,,,,False,0.0,False,0.6389039038590321,-0.0027286458553997185,True,0.005609847468808271,19.51219512195122,9.872209121909451,-1.0899440990863312
2022-05-25,588.8642375174568,568.1767131561049,True,16.73816484356488,7.669718366514591,,,,False,0.0,False,0.6362979497881299,-0.002612707286065923,True,0.005898805732515257,22.796352583586625,8.244504792460864,-0.5747864259462734
2022-05-26,588.8422367088168,568.9803791666159,True,16.6368056463565,16.933921338367778,,,,False,0.0,False,0.6196579885371182,-0.0023138166851873437,True,0.011971985076703058,95.75757575757575,18.075850940507248,-1.14192960213947
2022-05-27,575.057377186145,569.3207158506311,True,16.258532387227326,25.732810168628074,,,,True,1.0,False,0.6187175118973066,-0.002389932685194946,True,0.012120265782393457,96.07250755287009,34.468087850761464,-8.73527768213339
2022-05-30,577.1156904200909,569.6570781046526,True,15.926603462680852,28.26564831575093,,,,True,2.0,False,0.6114591277439212,-0.002577183636879296,True,0.010577700649258687,88.85542168674698,34.419662185716085,-6.154013869965155
2022-05-31,583.2482955802415,570.007374415313,True,15.996323798745589,13.153043072151034,,,,False,0.0,False,0.6096813807950099,-0.0026899904486583784,True,0.0070189575558106355,44.14414414414414,14.167931680442267,-1.0148886082912334
2022-06-01,583.670307250415,570.2802987339353,True,16.883120413797585,8.750634654350598,,,,False,0.0,False,0.6110250015678816,-0.0028625222377443218,True,0.005500915961785524,15.868263473053892,9.986691551763773,-1.2360568974131745
2022-06-02,582.4654675365508,570.4772354866672,True,17.745428578371623,6.518351903223989,,,,False,0.0,False,0.6037014279952915,-0.002985402364310934,True,0.006201161677380837,29.850746268656714,6.530199182223045,-0.011847278999056243
2022-06-03,575.5504411220738,570.4443110774339,True,16.100669700816837,7.8940837830293065,,,,False,0.0,False,0.5977764446639531,-0.003158863928686113,True,0.006763688365954263,39.58333333333333,8.340359868880071,-0.44627608585076484
2022-06-06,575.503735432835,570.4589782149698,True,15.844041454554038,17.48885504153833,,,,False,0.0,False,0.5895775461182818,-0.0033557455807198765,True,0.009168496719491057,76.55786350148368,19.495675508148956,-2.006820466610627
2022-06-07,570.1505282265682,570.5393233564657,False,15.28348515755127,12.248696563734029,,,,False,0.0,False,0.5806447281559988,-0.0035703233083498294,True,0.011313826690826949,92.60355029585799,15.059744865053098,-2.811048301319069
2022-06-08,571.56809303801,570.798800035275,True,16.617295481213343,4.247097630904934,,,,False,0.0,False,0.575544643774148,-0.0038354911919530783,True,0.005857231833890368,22.418879056047196,5.021810519473967,-0.7747128885690335
2022-06-09,572.1536297422939,571.0091997118859,True,17.65717514824491,17.15893984085765,,,,False,0.0,False,0.587094779325915,-0.004163795562266438,True,0.010819373957540094,90.0,16.88263155327558,0.2763082875820686
2022-06-10,568.8493305045606,571.095525681991,False,16.761788280430107,13.154050179478439,,,,False,0.0,False,0.5759310938213228,-0.004088829455604731,True,0.009993685148880469,84.4574780058651,13.934252184884029,-0.7802020054055898
2022-06-13,564.924574129763,571.1514667198621,False,17.134653775614606,14.434938015534296,,,,False,0.0,False,0.590500076538813,-0.004297420985192574,True,0.010140349225681548,85.67251461988305,14.947308201334494,-0.5123701858001972
2022-06-14,562.6267456974974,571.2295890895726,False,17.711528357588193,16.46208998184613,,,,False,0.0,False,0.5863778554755603,-0.004155754407343167,True,0.006101809369948137,26.53061224489796,16.133279662658563,0.32881031918756776
2022-06-15,565.5174064241385,571.4564970808979,False,17.436064534394312,9.726474837359815,,,,False,0.0,False,0.602501241232447,-0.0040046393916881255,True,0.01088943949587275,90.40697674418605,10.855092708547748,-1.1286178711879327
2022-06-16,564.000022638264,571.6797196978681,False,17.769103906349557,9.429852577609012,,,,False,0.0,False,0.6038557339463366,-0.003668121544001525,True,0.006636498478470528,37.68115942028986,10.016473028073095,-0.5866204504640837
2022-06-17,561.9141422079648,571.7751704330982,False,18.60788959812088,11.528910401235212,,,,False,0.0,False,0.6070234793140926,-0.0031430056989551684,True,0.006707616062963978,39.017341040462426,13.864093239769476,-2.335182838534264
2022-06-20,549.6164421847392,571.499728536369,False,19.089267880952455,13.349825930619756,,,,False,0.0,False,0.6087036269784555,-0.002443230244904497,True,0.008556065819822264,68.01152737752162,13.804716383790113,-0.45489045317035703
2022-06-21,545.2474418179183,571.3139389972434,False,18.86091556528323,5.867955262859636,,,,False,0.0,False,0.6000484525638089,-0.0017835798103433996,True,0.0074416645198004195,50.287356321839084,6.786294796318721,-0.9183395334590854
2022-06-22,540.0220106613385,571.0149200037288,False,18.00202013023625,10.497780637737012,,,,False,0.0,False,0.5880185468061435,-0.00125128545192685,True,0.010341917609417021,87.10601719197709,9.896119538409321,0.601661099327691
2022-06-23,540.2400155187929,570.720717169836,False,17.88013727698875,9.191406025806941,,,,False,0.0,False,0.5935500714807953,-0.0008735642832051429,True,0.006914166323548401,41.42857142857143,10.447748137261248,-1.2563421114543072
2022-06-24,537.1013120104923,570.1873749265353,False,18.59609587828883,5.255843104944658,,,,False,0.0,False,0.5968894917829607,-0.0006069569577081652,True,0.004695917011822122,8.262108262108262,5.84160894978088,-0.5857658448362217
2022-06-27,530.118329927495,569.5328091030459,False,17.658389711774124,8.660347652454226,,,,False,0.0,False,0.5975815444802234,-0.0002682332334008524,True,0.007180109072338484,46.875,8.793510003218866,-0.1331623507646409
2022-06-28,534.6103541920778,569.033071968107,False,18.10846957347503,7.968582998975021,,,,False,0.0,False,0.5897996670642472,-1.4050171720440914e-06,True,0.007794543765895198,57.50708215297451,7.648180115695345,0.3204028832796766
2022-06-29,534.0735932823878,568.3731284110467,False,19.545094785980464,2.942709289584622,,,,False,0.0,False,0.5916720177741235,0.00014705237927985562,False,0.004129766327748578,4.519774011299435,3.5407683270806882,-0.5980590374960664
2022-06-30,533.2112301663064,567.7579767450837,False,21.260453636399284,2.386658016830411,,,,False,0.0,False,0.5929340567684513,0.0003733700217313649,False,0.0028195870455536426,0.5633802816901409,2.553253718238106,-0.16659570140769508
2022-07-01,529.747101811098,567.3005988165231,False,21.173402781970008,17.38211393893606,,,,False,0.0,False,0.5770480043610425,0.0005311836517432893,False,0.013082698589123639,98.31460674157303,18.426877335634977,-1.0447633966989152
2022-07-04,531.3006870818128,566.8353710639076,False,21.552396926025068,8.485976944415082,,,,False,0.0,False,0.5723391942399297,0.00038469284322499293,False,0.007325680212732585,49.01960784313725,8.29679833678073,0.1891786076343518
2022-07-05,529.4461977148874,566.1919325074415,False,22.519575984263902,8.954772803416288,,,,False,0.0,False,0.5655493687032451,7.264761278608157e-05,False,0.00929424331783858,76.53631284916202,9.383679009071669,-0.4289062056553803
2022-07-06,534.1961226634719,565.4433237836496,False,22.6490111395952,11.371814033022765,,,,False,0.0,False,0.5719404865742685,-0.0004515172858094072,True,0.008955299747910166,73.53760445682451,9.885680898802121,1.486133134220644
2022-07-07,535.9771928998306,564.8206487795889,False,22.611546506741327,9.517077191408497,,,,False,0.0,False,0.564844425620168,-0.0009422083600168607,True,0.008510515936177795,67.5,9.119203229632436,0.39787396177606027
2022-07-08,534.2953955258062,564.0584086564379,False,21.39750532762513,7.263714429277164,,,,False,0.0,False,0.5539591677231205,-0.0013464813869619413,True,0.009097151769701124,75.06925207756233,8.8021191508277,-1.5384047215505356
2022-07-11,533.0051195296182,563.0917817277775,False,21.98341456917485,14.634329246520432,,,,False,0.0,False,0.5417479128185094,-0.002049067638139237,True,0.011537686070704153,94.1988950276243,15.780417521661052,-1.1460882751406203
2022-07-12,537.913154621064,562.2983525490429,False,21.85609322577247,8.791110550528845,,,,False,0.0,False,0.5370199474542066,-0.002663023328357068,True,0.006347427676903216,31.68044077134986,9.390962955620203,-0.5998524050913581
2022-07-13,546.319962921094,561.5993475913447,False,22.0916126887842,27.57443367614831,,,,False,1.0,False,0.5518235342085417,-0.003336297557529375,True,0.01696851370176026,100.0,26.120464376018962,1.4539693001293479
2022-07-14,543.6697248853529,560.903500588534,False,21.593704307773557,5.162904261470237,,,,False,0.0,False,0.5533597290251105,-0.003469289782739506,True,0.004958389222161722,10.684931506849315,5.437702450238453,-0.2747981887682158
2022-07-15,544.7031059323447,560.2228368358514,False,21.02293196561374,6.561654115366933,,,,False,0.0,False,0.5514634491616984,-0.003482742562420086,True,0.004356148614320134,6.0109289617486334,6.628508831864724,-0.06685471649779107
2022-07-18,552.0892143790587,559.7340116629072,False,20.085804237066128,20.222756247555793,,,,False,0.0,False,0.555336926256902,-0.0033973341803258555,True,0.010190979455155446,85.28610354223434,19.554298198794427,0.6684580487613658
2022-07-19,552.3206878033842,559.2410227320585,False,20.37303097975439,4.531906822870983,,,,False,0.0,False,0.5577459393710928,-0.0031465128463028466,True,0.005752536905725725,20.92391304347826,5.347812877301713,-0.8159060544307302
2022-07-20,548.2662987402982,558.705934262521,False,20.942490485722242,8.641132380896112,,,,False,0.0,False,0.5498901686933866,-0.0029176870100955103,True,0.008710282313171175,69.64769647696477,7.76876664902566,0.8723657318704516
2022-07-21,548.3111542987056,558.1560762110146,False,21.6685004822481,16.084018597160465,,,,False,0.0,False,0.5506064698782434,-0.002927419547874611,True,0.00883025735961078,71.08108108108108,18.096201599678505,-2.0121830025180394
2022-07-22,541.6914672567558,557.6838317958432,False,20.61526669632481,5.441624683956006,,,,False,0.0,False,0.547883081027261,-0.002782243441363876,True,0.005322124748671436,14.285714285714285,6.01133386797283,-0.5697091840168245
2022-07-25,534.2274736552504,557.076991162208,False,20.64211330886657,14.219484807134664,,,,False,0.0,False,0.5496951730115465,-0.0025586683563705004,True,0.009013930277829343,74.46236559139786,14.489730408164636,-0.27024560102997164
2022-07-26,537.6984686340525,556.3800802120327,False,20.09930166185845,15.405796877631037,,,,False,0.0,False,0.5464981258489235,-0.0022245852444182225,True,0.007065683504581899,44.50402144772118,15.83318512712128,-0.42738824949024234
2022-07-27,533.4618436743824,555.4870983003003,False,19.590323394995597,11.382384455769344,,,,False,0.0,False,0.5395308730950482,-0.0019870364023065316,True,0.01148745201286291,93.58288770053476,11.826465513235947,-0.44408105746660276
2022-07-28,532.1339902976184,554.4804641599227,False,18.68170289679427,17.049395355886908,,,,False,0.0,False,0.5382329380620315,-0.0017543412105599401,True,0.008959588267633456,73.06666666666666,17.4309673256132,-0.38157196972629137
2022-07-29,536.3956574155609,553.5180737445393,False,17.819154824792474,14.271699744551164,,,,False,0.0,False,0.53509451983475,-0.0014418532800075461,True,0.008916327463740102,72.6063829787234,15.992769011009251,-1.7210692664580876
2022-08-01,540.2444372093609,552.4461023280734,False,18.524392275492065,16.604355685374294,,,,False,0.0,False,0.525782374283396,-0.0013427749806289072,True,0.010446721299983346,87.53315649867373,18.72632084959249,-2.121965164218196
2022-08-02,539.723026725776,551.4680095360364,False,20.460269684686153,15.816212079300687,21.038050745892175,27.180510794803876,NORMAL,False,0.0,False,0.5288206617613056,-0.001387989018819072,True,0.008222594718139992,62.96296296296296,17.91694362292918,-2.1007315436284912
2022-08-03,541.0181161863354,550.5110871094139,False,20.60437087376655,7.003647326219699,21.024292609963467,27.16475387955009,NORMAL,False,0.0,False,0.5333880944026884,-0.001426996466240085,True,0.005655939692727836,18.997361477572557,6.541661500192778,0.46198582602692095
